instance,goal
n=300_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s180
n=50_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s22
n=150_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s24
n=300_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_10.lp,s24
n=300_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_14.lp,s129
n=500_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_2.lp,s112
n=250_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_9.lp,s153
n=100_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_15.lp,s47
n=300_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_14.lp,s200
n=250_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_11.lp,s103
n=500_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_11.lp,s143
n=50_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_10.lp,s16
n=100_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_10.lp,s42
n=250_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_15.lp,s112
n=50_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_14.lp,s34
n=50_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s5
n=150_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_8.lp,s47
n=500_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_11.lp,s197
n=550_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_1.lp,s252
n=200_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_4.lp,s25
n=350_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_10.lp,s100
n=350_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s84
n=150_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_13.lp,s65
n=300_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_8.lp,s10
n=350_rps=2_spb=15_cps=1_a=0.005_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_9.lp,s171
n=100_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_14.lp,s18
n=400_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_7.lp,s230
n=350_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_11.lp,s84
n=50_rps=2_spb=15_cps=1_a=0.05_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_3.lp,s20
n=400_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_4.lp,s241
n=250_rps=2_spb=15_cps=1_a=0.1_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_10.lp,s150
n=150_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_15.lp,s30
n=50_rps=2_spb=15_cps=1_a=0.01_p=0.25_dr=0.25_ac=0.25_actr=0.5_drc=0.25_6.lp,s18
